Date,Open,High,Low,Close,chance_price,percent_change,Volume
2021-09-15,46745.27,47327.16,46648.29,46939.24,194,0,5217600
2021-09-14,47472.64,47618.11,47036.22,47036.22,-436,-0.01,6142500
2021-09-13,47666.6,47957.55,47424.14,47472.64,-194,0,7538200
2021-09-10,48296.98,48296.98,47521.13,47812.07,-485,-0.01,9848000
2021-09-09,47036.22,48006.04,47036.22,47812.07,776,0.02,8054400
2021-09-08,48103.02,48151.51,47133.2,47327.16,-776,-0.02,7233564
2021-09-07,47569.62,48878.87,47569.62,48151.51,582,0.01,12231100
2021-09-06,47181.69,47472.64,46454.33,47472.64,291,0.01,13473500
2021-09-01,46745.27,47472.64,46745.27,46842.25,97,0,8530000
2021-08-31,48006.04,48006.04,45581.49,47036.22,-970,-0.02,7813900
2021-08-30,47133.2,47909.05,46648.29,47715.09,582,0.01,14476900
2021-08-27,46357.34,46696.78,45581.49,46599.8,242,0.01,19689500
2021-08-26,47812.07,47860.56,46745.27,46842.25,-970,-0.02,10206900
2021-08-25,47424.14,47715.09,47036.22,47666.6,242,0.01,9528940
2021-08-24,47278.67,47715.09,46939.24,47521.13,242,0.01,16753400
2021-08-23,48781.89,49266.8,47278.67,47278.67,-1503,-0.03,26476900
2021-08-20,51206.44,51400.4,48296.98,48975.86,-2231,-0.04,31951200
2021-08-19,50915.49,51691.35,50527.57,51400.4,485,0.01,19115300
2021-08-18,51400.4,51885.31,50915.49,51206.44,-194,0,20580400
2021-08-17,52661.17,53049.09,51206.44,51691.35,-970,-0.02,17690800
2021-08-16,50721.53,52758.15,50527.57,52370.22,1649,0.03,30599500
2021-08-13,50430.58,50624.55,49557.75,50624.55,194,0,15969300
2021-08-12,50818.51,51400.4,50430.58,50430.58,-388,-0.01,11829000
2021-08-11,50721.53,51885.31,50333.6,50721.53,0,0,21531000
2021-08-10,51400.4,51400.4,50333.6,50721.53,-679,-0.01,12415300
2021-08-09,49945.67,51109.46,49751.71,50915.49,970,0.02,15358100
2021-08-06,50915.49,51594.37,50236.62,50236.62,-679,-0.01,17698600
2021-08-05,50333.6,51109.46,50139.64,50915.49,582,0.01,12521200
2021-08-04,50915.49,51012.47,50236.62,50430.58,-485,-0.01,19227300
2021-08-03,49266.8,50430.58,49266.8,50236.62,970,0.02,22927700
2021-08-02,49460.76,49848.69,49072.84,49266.8,-194,0,14230000
2021-07-30,49169.82,50042.66,48975.86,49557.75,388,0.01,17370500
2021-07-29,48587.93,49266.8,48490.95,49072.84,485,0.01,12800300
2021-07-28,48248.49,48781.89,48006.04,48200,-48,0,7468600
2021-07-27,48490.95,48781.89,48054.53,48248.49,-242,-0.01,14942500
2021-07-26,47521.13,48151.51,47230.18,47521.13,0,0,14789223
2021-07-23,49072.84,49557.75,48006.04,48006.04,-1067,-0.02,20937800
2021-07-22,48587.93,49945.67,48296.98,49557.75,970,0.02,14114600
2021-07-21,49072.84,49848.69,48103.02,48781.89,-291,-0.01,25485700
2021-07-20,46842.25,48103.02,45581.49,48006.04,1164,0.02,24074800
2021-07-19,48490.95,49363.78,46551.31,46551.31,-1940,-0.04,39527900
2021-07-16,51012.47,51303.42,50042.66,50042.66,-970,-0.02,21478340
2021-07-15,49460.76,51594.37,49266.8,50527.57,1067,0.02,22283200
2021-07-14,52079.28,52176.26,49072.84,49460.76,-2619,-0.05,43263700
2021-07-13,52467.2,52661.17,51206.44,52273.24,-194,0,23228400
2021-07-12,53824.95,54794.77,51109.46,51885.31,-1940,-0.04,70040400
2021-07-09,54406.84,56734.41,53921.93,54891.75,485,0.01,39974300
2021-07-08,54115.9,55667.61,53921.93,54891.75,776,0.01,27905000
2021-07-07,53340.04,54891.75,51982.29,54891.75,1552,0.03,39404560
2021-07-06,56055.53,56831.39,52370.22,52370.22,-3685,-0.07,24050850
2021-07-05,53146.08,56346.48,52176.26,56249.5,3103,0.06,50296400
2021-07-02,52564.19,53243.06,51982.29,52661.17,97,0,29492030
2021-07-01,51303.42,51885.31,50527.57,51691.35,388,0.01,19356700
2021-06-30,51788.33,52176.26,51012.47,51109.46,-679,-0.01,11661700
2021-06-29,51982.29,52176.26,51206.44,51885.31,-97,0,16694200
2021-06-28,50915.49,52370.22,50624.55,51982.29,1067,0.02,29084100
2021-06-25,49460.76,50042.66,48878.87,50042.66,582,0.01,10970200
2021-06-24,49751.71,50139.64,49072.84,49363.78,-388,-0.01,10918000
2021-06-23,49363.78,50527.57,49072.84,49557.75,194,0,13124300
2021-06-22,49266.8,49751.71,48781.89,49363.78,97,0,18663000
2021-06-21,48975.86,49460.76,48490.95,48878.87,-97,0,17182700
2021-06-18,49460.76,49848.69,49072.84,49460.76,0,0,15004600
2021-06-17,48006.04,49266.8,48006.04,48684.91,679,0.01,19878660
2021-06-16,49945.67,50624.55,48975.86,49169.82,-776,-0.02,21238900
2021-06-15,51012.47,51594.37,50430.58,50721.53,-291,-0.01,19681700
2021-06-14,51109.46,51691.35,50430.58,51109.46,0,0,17555460
2021-06-11,48975.86,51594.37,48587.93,51012.47,2037,0.04,30420800
2021-06-10,49266.8,49654.73,48490.95,48587.93,-679,-0.01,11048100
2021-06-09,48200,49557.75,47521.13,49266.8,1067,0.02,22397000
2021-06-08,50721.53,51303.42,47521.13,48006.04,-2715,-0.05,30789140
2021-06-07,51400.4,52758.15,49460.76,50818.51,-582,-0.01,21492100
2021-06-04,53146.08,53534,52370.22,52952.11,-194,0,15531600
2021-06-03,51691.35,53437.02,51206.44,53146.08,1455,0.03,26083700
2021-06-02,51303.42,51691.35,50236.62,51206.44,-97,0,25021400
2021-06-01,52467.2,52661.17,51400.4,51497.38,-970,-0.02,12648200
2021-05-31,51594.37,52079.28,50624.55,52079.28,485,0.01,17104600
2021-05-28,50139.64,51691.35,49654.73,51400.4,1261,0.03,20002700
2021-05-27,51594.37,51885.31,49266.8,49848.69,-1746,-0.03,19674600
2021-05-26,50042.66,51400.4,49654.73,51206.44,1164,0.02,21101900
2021-05-25,49654.73,50527.57,49654.73,50042.66,388,0.01,11230300
2021-05-24,49169.82,49654.73,48878.87,49363.78,194,0,15041700
2021-05-21,48490.95,50139.64,48345.47,49266.8,776,0.02,20441700
2021-05-20,49169.82,49266.8,48393.96,48684.91,-485,-0.01,13526300
2021-05-19,46939.24,48684.91,46939.24,48587.93,1649,0.04,17467900
2021-05-18,46260.36,47424.14,46114.89,46890.74,630,0.01,16910000
2021-05-17,47278.67,47618.11,46163.38,46405.84,-873,-0.02,17623600
2021-05-14,47424.14,47472.64,46696.78,47181.69,-242,-0.01,13905300
2021-05-13,47472.64,48345.47,46551.31,46551.31,-921,-0.02,18591100
2021-05-12,45290.54,47763.58,45290.54,47763.58,2473,0.05,23805400
2021-05-11,46648.29,46793.76,45581.49,45581.49,-1067,-0.02,16096700
2021-05-10,45290.54,46939.24,45290.54,46648.29,1358,0.03,21979190
2021-05-07,45387.53,46357.34,44999.6,45629.98,242,0.01,23132500
2021-05-06,43738.83,46017.91,43690.34,45678.47,1940,0.04,27306000
2021-05-05,43059.96,44999.6,43011.47,44563.18,1503,0.03,29442800
2021-05-04,39083.7,42090.14,38889.74,42090.14,3006,0.08,32534800
2021-04-29,38841.25,40489.94,38744.27,39762.58,921,0.02,18001700
2021-04-28,38307.85,39180.68,38307.85,38744.27,436,0.01,6323200
2021-04-27,38259.36,38889.74,38162.37,38307.85,48,0,8135000
2021-04-26,39277.67,39568.61,38259.36,38259.36,-1018,-0.03,21205400
2021-04-23,38550.3,39326.16,37919.92,39277.67,727,0.02,11400700
2021-04-22,39471.63,39859.56,38501.81,38501.81,-970,-0.02,9073800
2021-04-20,40295.98,40635.41,39568.61,39908.05,-388,-0.01,12557500
2021-04-19,39568.61,40441.45,38792.76,40344.47,776,0.02,11254400
2021-04-16,39568.61,39956.54,38404.83,39229.18,-339,-0.01,16870440
2021-04-15,40683.9,40683.9,39665.59,39665.59,-1018,-0.03,16673100
2021-04-14,39859.56,40683.9,39665.59,40538.43,679,0.02,9898300
2021-04-13,41217.3,41217.3,40247.48,40344.47,-873,-0.02,18019100
2021-04-12,40732.39,41023.34,40344.47,40877.87,145,0,22905200
2021-04-09,40441.45,40732.39,40247.48,40344.47,-97,0,8122500
2021-04-08,41120.32,41168.81,40441.45,40683.9,-436,-0.01,7518800
2021-04-07,40732.39,41265.79,40538.43,40926.36,194,0,7805400
2021-04-06,40198.99,41217.3,39859.56,40926.36,727,0.02,15491000
2021-04-05,40441.45,40538.43,39908.05,40247.48,-194,0,13337600
2021-04-02,40344.47,40538.43,39956.54,40005.03,-339,-0.01,8261300
2021-04-01,39277.67,39762.58,39035.21,39762.58,485,0.01,12530800
2021-03-31,38986.72,39714.08,38841.25,39180.68,194,0,11837100
2021-03-30,38501.81,39180.68,38259.36,38841.25,339,0.01,11296300
2021-03-29,38501.81,38550.3,37968.41,38356.34,-145,0,12526000
2021-03-26,37968.41,38453.32,37241.05,38210.87,242,0.01,11523400
2021-03-25,38210.87,38598.79,38016.9,38162.37,-48,0,10440800
2021-03-24,38598.79,39229.18,38113.88,38113.88,-485,-0.01,13812100
2021-03-23,39859.56,40150.5,39180.68,39229.18,-630,-0.02,14697533
2021-03-22,40732.39,40732.39,39908.05,40053.52,-679,-0.02,13842530
2021-03-19,40247.48,40877.87,40247.48,40732.39,485,0.01,8275300
2021-03-18,39956.54,40683.9,39471.63,40683.9,727,0.02,24247500
2021-03-17,38792.76,39180.68,38501.81,39083.7,291,0.01,10962800
2021-03-16,38889.74,38986.72,38113.88,38647.28,-242,-0.01,18009340
2021-03-15,38986.72,39277.67,38695.77,38889.74,-97,0,9723500
2021-03-12,39180.68,39277.67,38550.3,38841.25,-339,-0.01,9957500
2021-03-11,38501.81,39277.67,38259.36,38938.23,436,0.01,17145800
2021-03-10,37822.94,38210.87,37338.03,38113.88,291,0.01,9918200
2021-03-09,37435.01,38113.88,37047.08,37774.45,339,0.01,13395270
2021-03-08,38307.85,38501.81,37338.03,37677.46,-630,-0.02,11232100
2021-03-05,37725.96,38162.37,37144.06,38016.9,291,0.01,13922200
2021-03-04,39180.68,39277.67,37435.01,37871.43,-1309,-0.03,17829200
2021-03-03,39132.19,39277.67,38792.76,39132.19,0,0,9116300
2021-03-02,39471.63,39520.12,38792.76,39083.7,-388,-0.01,10229300
2021-03-01,38501.81,39035.21,38113.88,38986.72,485,0.01,21612200
2021-02-26,37144.06,38162.37,37144.06,38065.39,921,0.02,15797770
2021-02-25,38307.85,38307.85,37338.03,37919.92,-388,-0.01,16715500
2021-02-24,38986.72,38986.72,37725.96,37919.92,-1067,-0.03,15074300
2021-02-23,37628.97,39132.19,37628.97,38598.79,970,0.03,26671700
2021-02-22,37483.5,37677.46,36853.12,37435.01,-48,0,14743600
2021-02-19,37047.08,37919.92,37047.08,37531.99,485,0.01,13851300
2021-02-18,37338.03,38016.9,36853.12,37725.96,388,0.01,16874600
2021-02-17,35786.32,37241.05,35398.39,37241.05,1455,0.04,21154000
2021-02-09,34137.63,35301.41,33652.72,34913.48,776,0.02,16764000
2021-02-08,35204.43,35398.39,32973.84,33943.66,-1261,-0.04,21272800
2021-02-05,34234.61,35204.43,34040.64,35204.43,970,0.03,14960850
2021-02-04,33943.66,34525.55,33555.73,33943.66,0,0,14341400
2021-02-03,33458.75,34428.57,32973.84,33943.66,485,0.01,18238700
2021-02-02,31228.17,33070.82,30985.71,32973.84,1746,0.06,14297400
2021-02-01,31034.21,32488.93,30597.79,31228.17,194,0.01,15279400
2021-01-29,28706.64,32343.46,28706.64,31034.21,2328,0.08,27420900
2021-01-28,30549.3,32004.02,30258.35,30258.35,-291,-0.01,30096540
2021-01-27,33216.3,34186.12,31664.59,32488.93,-727,-0.02,18775400
2021-01-26,34428.57,34719.52,32488.93,33943.66,-485,-0.01,18221400
2021-01-25,34671.03,35252.92,34525.55,34719.52,48,0,15639600
2021-01-22,35349.9,35786.32,34719.52,35204.43,-145,0,14347400
2021-01-21,34186.12,35107.44,33458.75,35107.44,921,0.03,20772200
2021-01-20,33167.81,33701.21,31034.21,33458.75,291,0.01,28175700
2021-01-19,34816.5,35301.41,32682.9,32876.86,-1940,-0.06,23019500
2021-01-18,36077.26,36077.26,34816.5,35107.44,-970,-0.03,13758000
2021-01-15,35204.43,36416.7,35155.94,35737.83,533,0.02,19397210
2021-01-14,34283.1,34719.52,33798.19,34671.03,388,0.01,12205200
2021-01-13,34380.08,34913.48,34040.64,34089.13,-291,-0.01,16982400
2021-01-12,33943.66,34428.57,33458.75,34040.64,97,0,16900260
2021-01-11,34671.03,35155.94,34137.63,34186.12,-485,-0.01,16029500
2021-01-08,33943.66,35155.94,33846.68,34622.54,679,0.02,18919900
2021-01-07,32731.39,33555.73,32391.95,33555.73,824,0.03,18078500
2021-01-06,32197.99,33070.82,31955.53,32197.99,0,0,22676300
2021-01-05,31761.57,32343.46,31567.61,32052.52,291,0.01,17622700
2021-01-04,31034.21,32391.95,30937.22,32004.02,970,0.03,19689920
2020-12-31,29046.08,30791.75,28997.59,30549.3,1503,0.05,16486510
2020-12-30,28900.6,29627.97,28803.62,28997.59,97,0,16629440
2020-12-29,28755.13,28997.59,28609.66,28852.11,97,0,13958770
2020-12-28,28997.59,29385.51,28609.66,28803.62,-194,-0.01,15787300
2020-12-25,27106.44,28706.64,26863.98,28658.15,1552,0.06,18797140
2020-12-24,28027.77,28027.77,26088.13,27106.44,-921,-0.03,26106600
2020-12-23,28318.71,28367.2,27639.84,27833.8,-485,-0.02,22299373
2020-12-22,28270.22,28609.66,28173.24,28318.71,48,0,18842480
2020-12-21,28609.66,28997.59,28221.73,28512.68,-97,0,29002010
2020-12-18,27639.84,28367.2,27639.84,28318.71,679,0.02,24075090
2020-12-17,27154.93,28464.19,27106.44,27494.37,339,0.01,29992380
2020-12-16,25651.71,27106.44,25603.22,27106.44,1455,0.06,31958770
2020-12-15,25312.27,25554.73,25166.8,25360.76,48,0,17498420
2020-12-14,25118.31,25506.24,24924.35,25409.26,291,0.01,26371300
2020-12-11,24536.42,24875.86,24293.96,24875.86,339,0.01,14156670
2020-12-10,25215.29,25215.29,24536.42,24536.42,-679,-0.03,19333060
2020-12-09,24342.45,25118.31,24293.96,24972.84,630,0.03,19715470
2020-12-08,24439.44,24439.44,24148.49,24245.47,-194,-0.01,14341140
2020-12-07,24051.51,24439.44,24051.51,24293.96,242,0.01,13044510
2020-12-04,24100,24245.47,24003.02,24051.51,-48,0,16757860
2020-12-03,24342.45,24730.38,24245.47,24245.47,-97,0,20012250
2020-12-02,23857.55,24536.42,23857.55,24342.45,485,0.02,39835330
2020-12-01,23081.69,23760.56,22936.22,23760.56,679,0.03,22947760
2020-11-30,23227.16,23663.58,22984.71,23372.64,145,0.01,25379230
2020-11-27,22887.73,23178.67,22839.24,22984.71,97,0,17592530
2020-11-26,22936.22,22984.71,22693.76,22887.73,-48,0,13091570
2020-11-25,23227.16,23227.16,22839.24,22887.73,-339,-0.01,14541890
2020-11-24,22984.71,23275.65,22693.76,22936.22,-48,0,22530770
2020-11-23,22693.76,22936.22,22402.82,22887.73,194,0.01,17857230
2020-11-20,22790.74,22790.74,22596.78,22693.76,-97,0,13546080
2020-11-19,22645.27,22887.73,22499.8,22693.76,48,0,16935520
2020-11-18,22596.78,22887.73,22402.82,22645.27,48,0,22760740
2020-11-17,22305.84,22645.27,22160.36,22645.27,339,0.02,17457030
2020-11-16,22693.76,22693.76,22111.87,22208.85,-485,-0.02,25236270
2020-11-13,21723.94,22451.31,21723.94,22305.84,582,0.03,22376970
2020-11-12,21433,21626.96,21336.02,21626.96,194,0.01,10771120
2020-11-11,21529.98,21723.94,21336.02,21336.02,-194,-0.01,14433190
2020-11-10,21820.93,21869.42,21384.51,21433,-388,-0.02,21221910
2020-11-09,21190.54,21529.98,21142.05,21384.51,194,0.01,17624180
2020-11-06,21239.03,21336.02,20851.11,20948.09,-291,-0.01,15368880
2020-11-05,21481.49,21675.45,21142.05,21142.05,-339,-0.02,19766660
2020-11-04,21675.45,21917.91,21481.49,21481.49,-194,-0.01,21927670
2020-11-03,21142.05,21772.43,20996.58,21336.02,194,0.01,27962010
2020-11-02,20948.09,21190.54,20754.12,20754.12,-194,-0.01,22943680
2020-10-30,21433,21578.47,20705.63,20705.63,-727,-0.03,28887760
2020-10-29,21433,22014.89,21142.05,21142.05,-291,-0.01,36149460
2020-10-28,22596.78,22742.25,21723.94,21723.94,-873,-0.04,38933939
2020-10-27,23081.69,23227.16,22596.78,22596.78,-485,-0.02,31195330
2020-10-26,23663.58,24196.98,22645.27,22645.27,-1018,-0.04,24707670
2020-10-23,23372.64,23469.62,23130.18,23275.65,-97,0,28485008
2020-10-22,22984.71,23275.65,22790.74,23227.16,242,0.01,24491990
2020-10-21,23469.62,23663.58,22984.71,23033.2,-436,-0.02,32546070
2020-10-20,22305.84,23421.13,22305.84,23178.67,873,0.04,35777020
2020-10-19,22257.34,22645.27,22160.36,22305.84,48,0,34756140
2020-10-16,22208.85,22596.78,21917.91,21966.4,-242,-0.01,36831390
2020-10-15,22742.25,23081.69,22111.87,22160.36,-582,-0.03,27280050
2020-10-14,20948.09,22160.36,20948.09,22160.36,1212,0.06,74982921
2020-10-13,20608.65,20996.58,20560.16,20754.12,145,0.01,15195200
2020-10-12,21045.07,21190.54,20560.16,20560.16,-485,-0.02,15697730
2020-10-09,20851.11,21287.53,20657.14,20705.63,-145,-0.01,18022890
2020-10-08,21239.03,21336.02,20705.63,20705.63,-533,-0.03,16398900
2020-10-07,21626.96,21675.45,21142.05,21142.05,-485,-0.02,12159210
2020-10-06,22014.89,22063.38,21529.98,21723.94,-291,-0.01,6850730
2020-10-05,21869.42,22063.38,21578.47,21869.42,0,0,6380590
2020-10-02,22208.85,22305.84,21675.45,21869.42,-339,-0.02,4403480
2020-10-01,21966.4,22208.85,21917.91,22111.87,145,0.01,3895900
2020-09-30,21869.42,21917.91,21626.96,21917.91,48,0,2607980
2020-09-29,22208.85,22305.84,21869.42,21869.42,-339,-0.02,9473020
2020-09-28,21675.45,22305.84,21578.47,22160.36,485,0.02,21381240
2020-09-25,21772.43,21820.93,21578.47,21723.94,-48,0,10922520
2020-09-24,21578.47,21772.43,21433,21772.43,194,0.01,10182080
2020-09-23,21675.45,21820.93,21578.47,21626.96,-48,0,6286450
2020-09-22,21529.98,21772.43,21384.51,21675.45,145,0.01,3669840
2020-09-21,21336.02,21626.96,21336.02,21626.96,291,0.01,11605890
2020-09-18,20754.12,21142.05,20705.63,21142.05,388,0.02,19764120
2020-09-17,20754.12,20948.09,20608.65,20657.14,-97,0,8654030
2020-09-16,20705.63,20802.62,20608.65,20754.12,48,0,1844880
2020-09-15,20851.11,20899.6,20705.63,20705.63,-145,-0.01,13751880
2020-09-14,20657.14,20899.6,20657.14,20851.11,194,0.01,6123530
2020-09-11,20608.65,20802.62,20463.18,20657.14,48,0,1261940
2020-09-10,20657.14,20948.09,20657.14,20802.62,145,0.01,1524900
2020-09-09,20463.18,20851.11,20317.71,20560.16,97,0,2762390
2020-09-08,20705.63,20851.11,20414.69,20851.11,145,0.01,7396240
2020-09-07,21190.54,21287.53,20560.16,20560.16,-630,-0.03,12648940
2020-09-04,21045.07,21239.03,21045.07,21190.54,145,0.01,3016910
2020-09-03,21093.56,21433,21045.07,21336.02,242,0.01,3408410
2020-09-01,20657.14,21045.07,20463.18,21045.07,388,0.02,3999350
2020-08-31,20948.09,21142.05,20608.65,20657.14,-291,-0.01,1793790
2020-08-28,20657.14,21190.54,20608.65,20948.09,291,0.01,5154230
2020-08-27,20463.18,20560.16,20366.2,20511.67,48,0,2328490
2020-08-26,20560.16,20657.14,20366.2,20463.18,-97,0,2116830
2020-08-25,20366.2,20754.12,20366.2,20657.14,291,0.01,3775640
2020-08-24,20123.74,20366.2,19881.29,20317.71,194,0.01,2749740
2020-08-21,19493.36,19784.31,19493.36,19735.81,242,0.01,2817550
2020-08-20,19590.34,19638.83,19250.91,19396.38,-194,-0.01,3659990
2020-08-19,19493.36,19638.83,19396.38,19590.34,97,0,1132620
2020-08-18,19493.36,19590.34,19396.38,19444.87,-48,0,7141280
2020-08-17,19153.92,19541.85,19153.92,19493.36,339,0.02,2972740
2020-08-14,19202.41,19590.34,19056.94,19202.41,0,0,2588850
2020-08-13,19153.92,19250.91,19008.45,19202.41,48,0,1684180
2020-08-12,18862.98,19105.43,18862.98,19056.94,194,0.01,1655530
2020-08-11,18959.96,18959.96,18717.51,18862.98,-97,-0.01,1334060
2020-08-10,18717.51,19105.43,18717.51,18814.49,97,0.01,4543670
2020-08-07,18717.51,18766,18475.05,18572.03,-145,-0.01,981290
2020-08-06,18814.49,18911.47,18523.54,18620.52,-194,-0.01,1860660
2020-08-05,18329.58,18862.98,18135.61,18862.98,533,0.03,11182640
2020-08-04,18329.58,18523.54,18184.1,18281.09,-48,0,3746110
2020-08-03,17699.2,18038.63,17602.21,18038.63,339,0.02,1247760
2020-07-31,17650.7,18087.12,17602.21,17602.21,-48,0,6344050
2020-07-30,17650.7,18426.56,16971.83,18038.63,388,0.02,974910
2020-07-29,17747.69,17844.67,16971.83,17602.21,-145,-0.01,1841250
2020-07-28,17650.7,18232.6,17456.74,18184.1,533,0.03,3333870
2020-07-27,18523.54,18620.52,17602.21,17602.21,-921,-0.05,3077650
2020-07-24,19687.32,19687.32,18426.56,18911.47,-776,-0.04,3766240
2020-07-23,19590.34,19687.32,19493.36,19687.32,97,0,861140
2020-07-22,19978.27,19978.27,19638.83,19638.83,-339,-0.02,14007170
2020-07-21,19881.29,19929.78,19687.32,19881.29,0,0,818210
2020-07-20,19881.29,20026.76,19832.8,19881.29,0,0,1164560
2020-07-17,20075.25,20172.23,19929.78,19978.27,-97,0,6041950
2020-07-16,19978.27,20366.2,19784.31,20366.2,388,0.02,1662150
2020-07-15,19687.32,20123.74,19687.32,19978.27,291,0.01,1697190
2020-07-14,19590.34,19687.32,19396.38,19493.36,-97,0,1809120
2020-07-13,20172.23,20172.23,19396.38,19687.32,-485,-0.02,1764919
2020-07-10,20220.72,20317.71,19832.8,19832.8,-388,-0.02,7798740
2020-07-09,19638.83,20317.71,19493.36,20317.71,679,0.03,3310910
2020-07-08,19590.34,19638.83,19493.36,19493.36,-97,0,12571540
2020-07-07,19687.32,19784.31,19590.34,19638.83,-48,0,3274910
2020-07-06,19202.41,19638.83,19202.41,19638.83,436,0.02,1877750
2020-07-03,19153.92,19202.41,18959.96,19202.41,48,0,893390
2020-07-02,19347.89,19347.89,18911.47,19153.92,-194,-0.01,6590010
2020-07-01,18911.47,19299.4,18862.98,19202.41,291,0.02,751460
2020-06-30,19153.92,19299.4,18523.54,18959.96,-194,-0.01,6290510
2020-06-29,19396.38,19493.36,19008.45,19056.94,-339,-0.02,3403500
2020-06-26,19881.29,19881.29,19541.85,19735.81,-145,-0.01,706630
2020-06-25,19590.34,19784.31,19493.36,19590.34,0,0,2460400
2020-06-24,20075.25,20123.74,19784.31,19881.29,-194,-0.01,1554400
2020-06-23,20123.74,20172.23,19978.27,20026.76,-97,0,3191130
2020-06-22,20317.71,20317.71,19881.29,20123.74,-194,-0.01,1221740
2020-06-19,19590.34,19881.29,19590.34,19881.29,291,0.01,12175880
2020-06-18,19687.32,19832.8,19590.34,19590.34,-97,0,12275970
2020-06-17,19978.27,19978.27,19638.83,19687.32,-291,-0.01,1673900
2020-06-16,19881.29,19978.27,19687.32,19978.27,97,0,19150560
2020-06-15,20463.18,20463.18,19444.87,19493.36,-970,-0.05,2367220
2020-06-12,19978.27,20608.65,19881.29,20511.67,533,0.03,3951790
2020-06-11,21239.03,21239.03,20269.22,20269.22,-970,-0.05,10090810
2020-06-10,20705.63,21287.53,20608.65,21190.54,485,0.02,2611700
2020-06-09,21045.07,21142.05,20851.11,20899.6,-145,-0.01,9702620
2020-06-08,20899.6,21239.03,20899.6,21045.07,145,0.01,12857860
2020-06-05,20608.65,20802.62,20463.18,20802.62,194,0.01,4779781
2020-06-04,20754.12,20802.62,20560.16,20560.16,-194,-0.01,2216760
2020-06-03,20511.67,20802.62,20511.67,20705.63,194,0.01,2212340
2020-06-02,20851.11,20851.11,20463.18,20511.67,-339,-0.02,5797750
2020-06-01,20172.23,20657.14,20172.23,20657.14,485,0.02,2688010
2020-05-29,20220.72,20317.71,20075.25,20075.25,-145,-0.01,1647960
2020-05-28,20269.22,20560.16,20172.23,20269.22,0,0,1840720
2020-05-27,20560.16,20754.12,20269.22,20269.22,-291,-0.01,2673490
2020-05-26,20463.18,20657.14,20366.2,20511.67,48,0,2830450
2020-05-25,20463.18,20657.14,20317.71,20414.69,-48,0,2540930
2020-05-22,20948.09,20948.09,20414.69,20414.69,-533,-0.03,3672780
2020-05-21,20414.69,21336.02,20220.72,21336.02,921,0.05,3539410
